id,name,type,criticality
COMP_05163,Component WONDER 88,Electronic,Low
COMP_05164,Component REVEAL 40,Electronic,Medium
COMP_05165,Component LEG 90,Plastic,High
COMP_05166,Component CONCERN 54,Metal,Low
COMP_05167,Component AVOID 55,Electronic,Medium
COMP_05168,Component OR 48,Chemical,High
COMP_05169,Component HOTEL 47,Chemical,High
COMP_05170,Component ALTHOUGH 49,Chemical,Medium
COMP_05171,Component OPTION 23,Plastic,Medium
COMP_05172,Component CARE 23,Plastic,Low
COMP_05173,Component CERTAIN 94,Plastic,Low
COMP_05174,Component INCREASE 94,Chemical,Low
COMP_05175,Component ATTENTION 93,Chemical,Low
COMP_05176,Component INSTEAD 44,Electronic,Medium
COMP_05177,Component ENERGY 41,Plastic,Medium
COMP_05178,Component FOOD 67,Metal,High
COMP_05179,Component ANY 34,Electronic,Low
COMP_05180,Component GUN 39,Metal,Medium
COMP_05181,Component FATHER 22,Plastic,Low
COMP_05182,Component IN 47,Plastic,Medium
COMP_05183,Component FEELING 48,Chemical,Medium
COMP_05184,Component POPULATION 19,Electronic,Medium
COMP_05185,Component MOVEMENT 34,Plastic,High
COMP_05186,Component GENERAL 71,Metal,High
COMP_05187,Component POSSIBLE 11,Metal,Low
COMP_05188,Component AGAIN 42,Electronic,Medium
COMP_05189,Component SOMEONE 11,Plastic,Medium
COMP_05190,Component BROTHER 31,Electronic,High
COMP_05191,Component MAYBE 71,Electronic,High
COMP_05192,Component HAND 53,Electronic,Low
COMP_05193,Component CONFERENCE 45,Metal,Medium
COMP_05194,Component TEND 50,Plastic,High
COMP_05195,Component FOR 31,Chemical,Low
COMP_05196,Component ASK 56,Plastic,Low
COMP_05197,Component SAY 52,Chemical,Low
COMP_05198,Component ACROSS 20,Metal,Medium
COMP_05199,Component AWAY 41,Metal,Medium
COMP_05200,Component LOOK 86,Metal,High
COMP_05201,Component HISTORY 90,Plastic,High
COMP_05202,Component HIGH 52,Chemical,Low
COMP_05203,Component AGO 57,Chemical,Medium
COMP_05204,Component FINAL 98,Electronic,Medium
COMP_05205,Component PERSON 85,Metal,Medium
COMP_05206,Component REDUCE 17,Plastic,Medium
COMP_05207,Component ECONOMY 20,Chemical,Low
COMP_05208,Component GAS 71,Electronic,Low
COMP_05209,Component LISTEN 33,Chemical,Low
COMP_05210,Component OFFICIAL 45,Chemical,Low
COMP_05211,Component BUILDING 20,Plastic,Medium
COMP_05212,Component FIGHT 40,Electronic,Medium
COMP_05213,Component BETTER 82,Electronic,Medium
COMP_05214,Component CITY 96,Chemical,High
COMP_05215,Component MARRIAGE 20,Metal,Low
COMP_05216,Component YEAR 33,Electronic,Low
COMP_05217,Component MENTION 84,Chemical,Medium
COMP_05218,Component AGENT 63,Chemical,High
COMP_05219,Component BAG 40,Plastic,Low
COMP_05220,Component THOSE 58,Electronic,Low
COMP_05221,Component STUDY 34,Plastic,Medium
COMP_05222,Component SIGNIFICANT 24,Electronic,High
COMP_05223,Component HERSELF 27,Chemical,Low
COMP_05224,Component EDUCATION 36,Metal,Low
COMP_05225,Component DAUGHTER 84,Electronic,Medium
COMP_05226,Component UNIT 93,Plastic,High
COMP_05227,Component NEAR 92,Metal,Low
COMP_05228,Component MISS 81,Metal,Low
COMP_05229,Component PICTURE 10,Plastic,Medium
COMP_05230,Component WITH 38,Plastic,High
COMP_05231,Component CENTRAL 20,Chemical,High
COMP_05232,Component RECENTLY 55,Plastic,High
COMP_05233,Component NOTHING 93,Chemical,Low
COMP_05234,Component EDGE 65,Electronic,Medium
COMP_05235,Component THOUGH 82,Electronic,High
COMP_05236,Component PEACE 80,Metal,Low
COMP_05237,Component CONCERN 31,Electronic,Low
COMP_05238,Component PHONE 90,Electronic,High
COMP_05239,Component CAPITAL 32,Chemical,Low
COMP_05240,Component WHEN 64,Metal,High
COMP_05241,Component CLASS 58,Plastic,Medium
COMP_05242,Component THAN 70,Plastic,Medium
COMP_05243,Component EFFECT 85,Chemical,Medium
COMP_05244,Component MORNING 42,Metal,Low
COMP_05245,Component REMEMBER 85,Plastic,High
COMP_05246,Component CANDIDATE 29,Metal,Medium
COMP_05247,Component SIMILAR 93,Plastic,Low
COMP_05248,Component WEAR 92,Plastic,Medium
COMP_05249,Component BE 63,Plastic,High
COMP_05250,Component REALITY 58,Chemical,Low
COMP_05251,Component ON 24,Chemical,Low
COMP_05252,Component MILITARY 95,Plastic,High
COMP_05253,Component FALL 48,Electronic,Medium
COMP_05254,Component VOTE 55,Plastic,High
COMP_05255,Component READ 18,Plastic,Medium
COMP_05256,Component STUFF 24,Chemical,High
COMP_05257,Component ANSWER 58,Electronic,Medium
COMP_05258,Component AROUND 33,Plastic,Medium
COMP_05259,Component STAY 38,Plastic,High
COMP_05260,Component MISSION 82,Plastic,Low
COMP_05261,Component ENTIRE 37,Electronic,High
COMP_05262,Component DOG 36,Metal,Medium
COMP_05263,Component SOME 44,Electronic,Low
COMP_05264,Component CHARACTER 86,Electronic,Medium
COMP_05265,Component IMAGINE 42,Metal,Low
COMP_05266,Component COMMUNITY 20,Plastic,Low
COMP_05267,Component NOT 98,Metal,Low
COMP_05268,Component WEEK 96,Electronic,Medium
COMP_05269,Component SHORT 45,Chemical,Medium
COMP_05270,Component PROFESSOR 54,Metal,Medium
COMP_05271,Component ENTIRE 94,Electronic,Low
COMP_05272,Component DIFFERENCE 17,Chemical,High
COMP_05273,Component COMPUTER 47,Electronic,Low
COMP_05274,Component DOOR 92,Plastic,Medium
COMP_05275,Component RECENT 34,Plastic,High
COMP_05276,Component MESSAGE 68,Metal,High
COMP_05277,Component IF 17,Plastic,Medium
COMP_05278,Component ANALYSIS 62,Chemical,Medium
COMP_05279,Component SHORT 63,Plastic,High
COMP_05280,Component PROGRAM 41,Metal,Medium
COMP_05281,Component TO 23,Chemical,Medium
COMP_05282,Component DIFFERENT 85,Chemical,Medium
COMP_05283,Component FRONT 33,Chemical,High
COMP_05284,Component HUGE 13,Electronic,High
COMP_05285,Component MATTER 75,Chemical,High
COMP_05286,Component CERTAINLY 30,Metal,High
COMP_05287,Component PERSONAL 74,Plastic,High
COMP_05288,Component FAMILY 68,Electronic,Medium
COMP_05289,Component EYE 65,Chemical,Medium
COMP_05290,Component WEST 50,Metal,Medium
COMP_05291,Component CHILD 76,Plastic,Low
COMP_05292,Component FEELING 14,Metal,Medium
COMP_05293,Component TELL 64,Chemical,High
COMP_05294,Component MEDICAL 67,Metal,Low
COMP_05295,Component CONSIDER 42,Electronic,High
COMP_05296,Component TOWARD 10,Electronic,High
COMP_05297,Component CERTAINLY 57,Metal,Medium
COMP_05298,Component COACH 54,Chemical,Medium
COMP_05299,Component WEIGHT 35,Chemical,Low
COMP_05300,Component LAND 87,Metal,Medium
COMP_05301,Component FEW 74,Chemical,Medium
COMP_05302,Component WORK 19,Metal,High
COMP_05303,Component MEASURE 79,Plastic,Medium
COMP_05304,Component CHURCH 24,Plastic,Low
COMP_05305,Component MORE 57,Metal,High
COMP_05306,Component TREATMENT 39,Chemical,Low
COMP_05307,Component END 31,Chemical,High
COMP_05308,Component QUALITY 12,Chemical,Medium
COMP_05309,Component ELECTION 50,Chemical,High
COMP_05310,Component DISCUSS 72,Metal,Medium
COMP_05311,Component FOCUS 85,Plastic,Medium
COMP_05312,Component SKIN 62,Metal,Medium
COMP_05313,Component EAT 32,Plastic,Low
COMP_05314,Component COLD 54,Chemical,Medium
COMP_05315,Component PROJECT 64,Metal,Low
COMP_05316,Component HUMAN 64,Chemical,Medium
COMP_05317,Component ANOTHER 29,Chemical,Low
COMP_05318,Component SPRING 52,Chemical,Medium
COMP_05319,Component VARIOUS 55,Metal,High
COMP_05320,Component WINDOW 82,Electronic,Low
COMP_05321,Component RICH 20,Chemical,High
COMP_05322,Component REMEMBER 61,Chemical,Medium
COMP_05323,Component DIRECTOR 64,Chemical,High
COMP_05324,Component COUPLE 25,Plastic,Medium
COMP_05325,Component CENTURY 95,Metal,Low
COMP_05326,Component CITIZEN 91,Chemical,High
COMP_05327,Component REASON 56,Metal,Medium
COMP_05328,Component LIKE 67,Chemical,Medium
COMP_05329,Component GIVE 92,Chemical,Medium
COMP_05330,Component HOW 81,Electronic,Low
COMP_05331,Component BLACK 12,Metal,Medium
COMP_05332,Component MOMENT 36,Electronic,Low
COMP_05333,Component RATHER 69,Metal,Medium
COMP_05334,Component VISIT 52,Electronic,Low
COMP_05335,Component WINDOW 51,Plastic,High
COMP_05336,Component WORKER 53,Chemical,High
COMP_05337,Component HEALTH 84,Metal,Medium
COMP_05338,Component NEWS 26,Metal,Medium
COMP_05339,Component DIFFICULT 90,Electronic,Low
COMP_05340,Component FOCUS 98,Electronic,Low
COMP_05341,Component REST 87,Electronic,Medium
COMP_05342,Component EXPERT 46,Metal,Medium
COMP_05343,Component REMAIN 89,Chemical,Medium
COMP_05344,Component WHAT 83,Plastic,Medium
COMP_05345,Component AWAY 68,Chemical,Medium
COMP_05346,Component TEN 86,Metal,High
COMP_05347,Component LOSS 15,Plastic,Low
COMP_05348,Component DISCUSS 37,Electronic,High
COMP_05349,Component AGO 32,Chemical,Low
COMP_05350,Component PRICE 58,Metal,Low
COMP_05351,Component TAX 87,Electronic,High
COMP_05352,Component SUPPORT 64,Chemical,High
COMP_05353,Component MOVEMENT 69,Electronic,Low
COMP_05354,Component SUFFER 77,Chemical,Medium
COMP_05355,Component TWO 83,Plastic,Medium
COMP_05356,Component SAFE 87,Metal,High
COMP_05357,Component BECAUSE 17,Metal,High
COMP_05358,Component SIDE 35,Metal,Medium
COMP_05359,Component STRUCTURE 79,Electronic,High
COMP_05360,Component MYSELF 70,Plastic,High
COMP_05361,Component SOCIETY 32,Chemical,High
COMP_05362,Component BECAUSE 65,Electronic,High
COMP_05363,Component SERIOUS 35,Electronic,High
COMP_05364,Component SIX 13,Plastic,Medium
COMP_05365,Component PAPER 22,Metal,High
COMP_05366,Component SECURITY 66,Electronic,High
COMP_05367,Component WRITE 63,Chemical,Low
COMP_05368,Component CHARACTER 59,Electronic,Low
COMP_05369,Component FIGHT 71,Electronic,Low
COMP_05370,Component SIGN 74,Electronic,Low
COMP_05371,Component WHERE 12,Chemical,Low
COMP_05372,Component TREAT 54,Plastic,Low
COMP_05373,Component RECEIVE 73,Plastic,Medium
COMP_05374,Component CHANGE 25,Metal,Medium
COMP_05375,Component FAR 18,Electronic,Medium
COMP_05376,Component BREAK 94,Metal,High
COMP_05377,Component TASK 74,Metal,Medium
COMP_05378,Component TO 88,Chemical,High
COMP_05379,Component CONFERENCE 69,Plastic,Low
COMP_05380,Component PLACE 54,Chemical,Medium
COMP_05381,Component LEAVE 85,Chemical,High
COMP_05382,Component DRAW 97,Electronic,High
COMP_05383,Component HEART 65,Plastic,Medium
COMP_05384,Component TALK 62,Metal,Medium
COMP_05385,Component PLAY 99,Chemical,Medium
COMP_05386,Component MIND 31,Metal,Low
COMP_05387,Component HOSPITAL 49,Chemical,High
COMP_05388,Component COLLEGE 19,Chemical,High
COMP_05389,Component CERTAIN 82,Electronic,Medium
COMP_05390,Component MUST 71,Electronic,Low
COMP_05391,Component SAFE 96,Metal,Low
COMP_05392,Component MOVIE 36,Chemical,High
COMP_05393,Component DRIVE 65,Plastic,Low
COMP_05394,Component CHURCH 25,Plastic,Medium
COMP_05395,Component ALLOW 44,Chemical,Low
COMP_05396,Component SORT 68,Metal,High
COMP_05397,Component PRESIDENT 77,Chemical,High
COMP_05398,Component DISCUSSION 42,Chemical,High
COMP_05399,Component PER 62,Metal,High
COMP_05400,Component MIGHT 30,Plastic,Medium
COMP_05401,Component SPECIAL 86,Chemical,Low
COMP_05402,Component EVERYBODY 90,Chemical,High
COMP_05403,Component PREPARE 54,Plastic,Low
COMP_05404,Component OFFICER 38,Electronic,Low
COMP_05405,Component ALSO 72,Chemical,Low
COMP_05406,Component TELEVISION 20,Plastic,Low
COMP_05407,Component AGREEMENT 78,Electronic,Medium
COMP_05408,Component TERM 87,Electronic,Medium
COMP_05409,Component STORY 34,Chemical,High
COMP_05410,Component POLICE 22,Metal,High
COMP_05411,Component CONTROL 23,Plastic,High
COMP_05412,Component POPULAR 25,Chemical,Low
COMP_05413,Component DURING 87,Plastic,Medium
COMP_05414,Component INVOLVE 20,Metal,High
COMP_05415,Component LEVEL 53,Electronic,Low
COMP_05416,Component LEG 10,Electronic,High
COMP_05417,Component NONE 73,Electronic,Low
COMP_05418,Component HOLD 99,Plastic,High
COMP_05419,Component THEN 95,Chemical,Low
COMP_05420,Component BEAUTIFUL 43,Metal,Medium
COMP_05421,Component FACT 40,Electronic,High
COMP_05422,Component WRONG 90,Chemical,Medium
COMP_05423,Component HAPPY 47,Electronic,Medium
COMP_05424,Component GUN 72,Electronic,Low
COMP_05425,Component EXPECT 40,Electronic,Low
COMP_05426,Component SPEECH 87,Chemical,High
COMP_05427,Component SIMPLE 59,Chemical,High
COMP_05428,Component PHONE 88,Chemical,Low
COMP_05429,Component FORGET 45,Metal,Medium
COMP_05430,Component FEDERAL 26,Plastic,High
COMP_05431,Component EXPLAIN 91,Metal,Medium
COMP_05432,Component SIGNIFICANT 69,Plastic,Low
COMP_05433,Component FOLLOW 35,Plastic,Medium
COMP_05434,Component CHANCE 40,Chemical,Low
COMP_05435,Component STILL 12,Chemical,Low
COMP_05436,Component PLAN 35,Plastic,High
COMP_05437,Component WELL 63,Electronic,Low
COMP_05438,Component RACE 91,Electronic,High
COMP_05439,Component MAJOR 52,Metal,Medium
COMP_05440,Component WILL 73,Electronic,High
COMP_05441,Component DOCTOR 57,Metal,Medium
COMP_05442,Component MIDDLE 36,Electronic,High
COMP_05443,Component CHOICE 68,Chemical,Low
COMP_05444,Component LATER 25,Chemical,Low
COMP_05445,Component OR 58,Metal,Medium
COMP_05446,Component CUP 50,Chemical,High
COMP_05447,Component COMMON 43,Metal,High
COMP_05448,Component STRUCTURE 82,Chemical,Medium
COMP_05449,Component DURING 25,Metal,Medium
COMP_05450,Component DEMOCRATIC 39,Electronic,High
COMP_05451,Component SUDDENLY 26,Metal,High
COMP_05452,Component ENVIRONMENT 43,Chemical,High
COMP_05453,Component NO 86,Metal,High
COMP_05454,Component DIFFERENT 82,Chemical,High
COMP_05455,Component DEGREE 38,Chemical,Low
COMP_05456,Component MEMORY 19,Metal,Medium
COMP_05457,Component REPORT 72,Electronic,Low
COMP_05458,Component HEAD 21,Electronic,Low
COMP_05459,Component HOT 75,Metal,High
COMP_05460,Component ROAD 37,Metal,Low
COMP_05461,Component LINE 20,Metal,High
COMP_05462,Component PULL 67,Chemical,High
COMP_05463,Component PROJECT 42,Plastic,Medium
COMP_05464,Component TIME 32,Chemical,High
COMP_05465,Component TERM 64,Chemical,Medium
COMP_05466,Component TREE 97,Metal,High
COMP_05467,Component DISCUSS 48,Metal,High
COMP_05468,Component MIND 32,Metal,Medium
COMP_05469,Component NUMBER 65,Chemical,Low
COMP_05470,Component GROW 67,Metal,Low
COMP_05471,Component BEST 38,Electronic,Medium
COMP_05472,Component EACH 63,Chemical,Low
COMP_05473,Component PHONE 28,Metal,High
COMP_05474,Component DEAL 72,Chemical,High
COMP_05475,Component WEAR 82,Plastic,Low
COMP_05476,Component BALL 35,Metal,High
COMP_05477,Component BOTH 64,Plastic,High
COMP_05478,Component TREATMENT 55,Plastic,High
COMP_05479,Component WHEN 79,Metal,Medium
COMP_05480,Component IMPROVE 41,Plastic,Medium
COMP_05481,Component GIRL 80,Electronic,Medium
COMP_05482,Component DINNER 60,Electronic,Medium
COMP_05483,Component BUILD 82,Chemical,High
COMP_05484,Component CHECK 22,Electronic,High
COMP_05485,Component TRADE 30,Chemical,High
COMP_05486,Component WHOSE 91,Metal,High
COMP_05487,Component KITCHEN 26,Plastic,High
COMP_05488,Component ENTIRE 54,Electronic,High
COMP_05489,Component HALF 44,Chemical,Low
COMP_05490,Component WRITER 23,Plastic,High
COMP_05491,Component I 54,Chemical,Low
COMP_05492,Component RUN 28,Plastic,Low
COMP_05493,Component SITUATION 57,Plastic,High
COMP_05494,Component POWER 75,Metal,Low
COMP_05495,Component HUMAN 28,Plastic,Low
COMP_05496,Component LIGHT 28,Metal,High
COMP_05497,Component WHETHER 24,Plastic,Low
COMP_05498,Component HE 95,Plastic,High
COMP_05499,Component THOSE 16,Chemical,Low
COMP_05500,Component LEVEL 21,Metal,Low
COMP_05501,Component ALREADY 23,Metal,High
COMP_05502,Component HEALTH 52,Chemical,High
COMP_05503,Component MEAN 80,Electronic,High
COMP_05504,Component BOTH 59,Metal,High
COMP_05505,Component TEND 42,Metal,Medium
COMP_05506,Component TRIP 53,Plastic,Medium
COMP_05507,Component MEASURE 90,Plastic,Medium
COMP_05508,Component BETTER 10,Electronic,High
COMP_05509,Component HIGH 94,Chemical,Low
COMP_05510,Component PREVENT 70,Plastic,Low
COMP_05511,Component RACE 83,Chemical,Medium
COMP_05512,Component BEFORE 53,Chemical,Low
COMP_05513,Component REACH 65,Plastic,Low
COMP_05514,Component NOTICE 42,Metal,High
COMP_05515,Component DOG 61,Plastic,High
COMP_05516,Component WHEN 10,Electronic,High
COMP_05517,Component DRUG 20,Electronic,Low
COMP_05518,Component STRATEGY 94,Metal,High
COMP_05519,Component WEIGHT 13,Electronic,Low
COMP_05520,Component DRAW 96,Electronic,Low
COMP_05521,Component EACH 66,Chemical,High
COMP_05522,Component HISTORY 41,Chemical,Medium
COMP_05523,Component INDICATE 87,Electronic,Low
COMP_05524,Component COMPARE 10,Plastic,Low
COMP_05525,Component SPORT 11,Metal,Low
COMP_05526,Component PROJECT 77,Metal,Low
COMP_05527,Component READY 32,Plastic,Low
COMP_05528,Component SUBJECT 81,Plastic,Medium
COMP_05529,Component HOT 33,Electronic,Low
COMP_05530,Component GREAT 85,Electronic,Low
COMP_05531,Component ADULT 52,Metal,High
COMP_05532,Component CAN 93,Metal,Low
COMP_05533,Component DESCRIBE 76,Metal,High
COMP_05534,Component GOVERNMENT 53,Plastic,High
COMP_05535,Component SOUND 93,Chemical,High
COMP_05536,Component OK 63,Chemical,High
COMP_05537,Component FOCUS 59,Metal,High
COMP_05538,Component BUDGET 16,Metal,Low
COMP_05539,Component SORT 55,Chemical,Low
COMP_05540,Component STAGE 17,Electronic,Low
COMP_05541,Component AROUND 12,Plastic,High
COMP_05542,Component SEAT 60,Metal,Medium
COMP_05543,Component SHOW 28,Plastic,Low
COMP_05544,Component EIGHT 92,Plastic,Low
COMP_05545,Component SHOULDER 68,Chemical,Medium
COMP_05546,Component EVER 30,Metal,High
COMP_05547,Component BECAUSE 35,Plastic,Medium
COMP_05548,Component BANK 15,Electronic,High
COMP_05549,Component WANT 23,Chemical,Medium
COMP_05550,Component EARLY 16,Metal,High
COMP_05551,Component LET 76,Electronic,Medium
COMP_05552,Component DATA 99,Plastic,Low
COMP_05553,Component TERM 54,Metal,Medium
COMP_05554,Component RECENTLY 14,Electronic,High
COMP_05555,Component CHAIR 29,Chemical,Medium
COMP_05556,Component AGENT 10,Electronic,Low
COMP_05557,Component WORRY 86,Chemical,High
COMP_05558,Component RECENTLY 69,Chemical,Medium
COMP_05559,Component PROVE 27,Plastic,High
COMP_05560,Component REAL 50,Plastic,Medium
COMP_05561,Component CAREER 62,Chemical,Low
COMP_05562,Component CAUSE 84,Metal,Low
COMP_05563,Component ALMOST 48,Chemical,High
COMP_05564,Component BECAUSE 29,Metal,Low
COMP_05565,Component YES 95,Metal,High
COMP_05566,Component LOSE 27,Plastic,High
COMP_05567,Component DRIVE 76,Electronic,Medium
COMP_05568,Component TELL 61,Electronic,High
COMP_05569,Component NOW 26,Metal,Medium
COMP_05570,Component CONTINUE 10,Chemical,High
COMP_05571,Component TO 57,Metal,High
COMP_05572,Component CARD 59,Chemical,Low
COMP_05573,Component PROFESSOR 28,Electronic,Low
COMP_05574,Component LAW 27,Metal,Medium
COMP_05575,Component STAGE 86,Metal,High
COMP_05576,Component AMONG 21,Plastic,High
COMP_05577,Component SUCCESSFUL 76,Electronic,Low
COMP_05578,Component INDUSTRY 31,Metal,High
COMP_05579,Component NOTHING 53,Chemical,Medium
COMP_05580,Component INDEED 68,Plastic,Medium
COMP_05581,Component PROFESSIONAL 25,Metal,Medium
COMP_05582,Component TRY 12,Plastic,Low
COMP_05583,Component ONLY 78,Plastic,Low
COMP_05584,Component SAFE 77,Metal,Low
COMP_05585,Component SKILL 54,Electronic,Low
COMP_05586,Component QUESTION 55,Metal,Medium
COMP_05587,Component JOB 11,Metal,Medium
COMP_05588,Component KNOW 90,Plastic,Low
COMP_05589,Component DRUG 76,Plastic,High
COMP_05590,Component A 32,Metal,Medium
COMP_05591,Component SOCIAL 46,Chemical,Low
COMP_05592,Component MEDICAL 37,Metal,Low
COMP_05593,Component ADMIT 19,Electronic,High
COMP_05594,Component PROBABLY 42,Chemical,Low
COMP_05595,Component PREVENT 18,Electronic,Medium
COMP_05596,Component JOB 28,Metal,High
COMP_05597,Component SURFACE 58,Metal,High
COMP_05598,Component FEDERAL 20,Electronic,High
COMP_05599,Component OF 95,Electronic,High
COMP_05600,Component NOTICE 98,Electronic,Medium
COMP_05601,Component INVOLVE 90,Chemical,Low
COMP_05602,Component SUFFER 40,Chemical,High
COMP_05603,Component DRIVE 57,Plastic,Medium
COMP_05604,Component WIN 69,Electronic,Low
COMP_05605,Component PHYSICAL 37,Electronic,Low
COMP_05606,Component SO 65,Chemical,Medium
COMP_05607,Component POPULAR 38,Electronic,Low
COMP_05608,Component MR 23,Metal,Low
COMP_05609,Component TOP 65,Chemical,Low
COMP_05610,Component LOCAL 31,Chemical,Medium
COMP_05611,Component FORM 39,Plastic,High
COMP_05612,Component LAUGH 89,Plastic,High
COMP_05613,Component OPTION 41,Metal,High
COMP_05614,Component YOUR 99,Chemical,Medium
COMP_05615,Component BILLION 98,Chemical,Medium
COMP_05616,Component PARENT 25,Metal,Medium
COMP_05617,Component CONDITION 63,Metal,Low
COMP_05618,Component PROBABLY 53,Chemical,High
COMP_05619,Component OUTSIDE 92,Metal,Low
COMP_05620,Component SORT 77,Metal,Low
COMP_05621,Component GLASS 38,Electronic,Medium
COMP_05622,Component PAINTING 70,Chemical,Low
COMP_05623,Component STATION 65,Plastic,High
COMP_05624,Component BE 92,Metal,Low
COMP_05625,Component BEFORE 50,Plastic,Medium
COMP_05626,Component AFFECT 80,Electronic,Medium
COMP_05627,Component CAREER 92,Plastic,High
COMP_05628,Component PRESENT 53,Chemical,High
COMP_05629,Component WOULD 50,Chemical,High
COMP_05630,Component NEVER 80,Electronic,Medium
COMP_05631,Component FOCUS 58,Chemical,Medium
COMP_05632,Component PARTY 16,Chemical,High
COMP_05633,Component RATE 80,Plastic,Low
COMP_05634,Component DESPITE 71,Plastic,Medium
COMP_05635,Component NEVER 63,Metal,High
COMP_05636,Component TRADITIONAL 60,Metal,Low
COMP_05637,Component CUSTOMER 34,Plastic,Low
COMP_05638,Component FRONT 15,Electronic,Medium
COMP_05639,Component ADDRESS 83,Plastic,High
COMP_05640,Component TEAM 10,Plastic,High
COMP_05641,Component OUTSIDE 57,Chemical,High
COMP_05642,Component ELECTION 63,Electronic,Low
COMP_05643,Component CHILD 50,Chemical,High
COMP_05644,Component WORLD 33,Metal,High
COMP_05645,Component LEVEL 80,Electronic,Low
COMP_05646,Component HOME 53,Plastic,Medium
COMP_05647,Component CUSTOMER 71,Electronic,Medium
COMP_05648,Component CAREER 85,Plastic,Medium
COMP_05649,Component PREPARE 34,Metal,High
COMP_05650,Component SERVE 88,Plastic,Low
COMP_05651,Component IMPORTANT 45,Chemical,Medium
COMP_05652,Component POLICY 49,Chemical,Low
COMP_05653,Component FIGURE 93,Metal,Low
COMP_05654,Component THUS 69,Plastic,Medium
COMP_05655,Component MONTH 96,Electronic,High
COMP_05656,Component SIZE 15,Plastic,Low
COMP_05657,Component INDIVIDUAL 45,Plastic,High
COMP_05658,Component CUT 93,Chemical,Low
COMP_05659,Component TURN 48,Electronic,Medium
COMP_05660,Component RIGHT 93,Chemical,Medium
COMP_05661,Component RECENT 83,Chemical,Medium
COMP_05662,Component CAR 77,Plastic,High
COMP_05663,Component AROUND 39,Chemical,Low
COMP_05664,Component SAME 43,Metal,High
COMP_05665,Component WITH 24,Metal,Low
COMP_05666,Component BEAT 23,Electronic,Medium
COMP_05667,Component THREE 76,Plastic,Low
COMP_05668,Component EIGHT 64,Electronic,High
COMP_05669,Component SHE 66,Chemical,Low
COMP_05670,Component WRITER 42,Plastic,Low
COMP_05671,Component SOMETHING 62,Electronic,High
COMP_05672,Component ADD 77,Metal,Medium
COMP_05673,Component THROW 70,Metal,High
COMP_05674,Component INDIVIDUAL 28,Metal,High
COMP_05675,Component THINK 73,Metal,Low
COMP_05676,Component FUTURE 90,Electronic,Medium
COMP_05677,Component STATEMENT 83,Metal,High
COMP_05678,Component DEBATE 33,Metal,High
COMP_05679,Component DEFENSE 96,Electronic,High
COMP_05680,Component CONGRESS 75,Plastic,Medium
COMP_05681,Component ECONOMIC 38,Metal,Medium
COMP_05682,Component PLAN 73,Chemical,Medium
COMP_05683,Component ROCK 14,Plastic,Medium
COMP_05684,Component INCLUDING 94,Electronic,Low
COMP_05685,Component WHITE 69,Electronic,High
COMP_05686,Component THIRD 19,Chemical,Low
COMP_05687,Component POLITICS 49,Chemical,Medium
COMP_05688,Component AVOID 62,Plastic,High
COMP_05689,Component THAT 85,Electronic,Medium
COMP_05690,Component BILLION 35,Plastic,High
COMP_05691,Component RECENTLY 93,Chemical,Medium
COMP_05692,Component OPEN 66,Plastic,Medium
COMP_05693,Component HUGE 51,Electronic,Low
COMP_05694,Component HUSBAND 23,Plastic,High
COMP_05695,Component FOR 81,Plastic,Medium
COMP_05696,Component USUALLY 56,Plastic,Medium
COMP_05697,Component REST 52,Chemical,Low
COMP_05698,Component SOUTH 37,Metal,Low
COMP_05699,Component BRING 68,Electronic,Medium
COMP_05700,Component BACK 98,Electronic,Low
COMP_05701,Component GROUP 76,Chemical,Medium
COMP_05702,Component BETTER 34,Plastic,High
COMP_05703,Component SMILE 70,Electronic,Medium
COMP_05704,Component IMAGE 19,Chemical,Low
COMP_05705,Component FINALLY 28,Chemical,Low
COMP_05706,Component THEM 73,Metal,Low
COMP_05707,Component SCIENCE 27,Plastic,Medium
COMP_05708,Component STAGE 53,Plastic,Medium
COMP_05709,Component RELATE 83,Chemical,Low
COMP_05710,Component TERM 65,Electronic,Medium
COMP_05711,Component ENTIRE 28,Plastic,Medium
COMP_05712,Component WINDOW 76,Metal,High
COMP_05713,Component ITSELF 42,Electronic,High
COMP_05714,Component SUBJECT 67,Plastic,Medium
COMP_05715,Component GOAL 30,Metal,Low
COMP_05716,Component POINT 81,Chemical,Low
COMP_05717,Component TWO 97,Metal,High
COMP_05718,Component CHOICE 62,Plastic,Medium
COMP_05719,Component DARK 59,Plastic,Medium
COMP_05720,Component PRETTY 21,Chemical,High
COMP_05721,Component JUST 37,Chemical,Low
COMP_05722,Component STANDARD 41,Plastic,Low
COMP_05723,Component HOUSE 96,Metal,High
COMP_05724,Component WITHIN 28,Metal,High
COMP_05725,Component WORRY 88,Metal,Medium
COMP_05726,Component PHYSICAL 62,Plastic,High
COMP_05727,Component MARRIAGE 42,Chemical,Medium
COMP_05728,Component OPTION 35,Chemical,High
COMP_05729,Component CITY 62,Metal,High
COMP_05730,Component LAY 70,Plastic,High
COMP_05731,Component PATTERN 29,Plastic,High
COMP_05732,Component AFTER 45,Metal,Medium
COMP_05733,Component AREA 41,Plastic,High
COMP_05734,Component NEW 91,Electronic,High
COMP_05735,Component ADMINISTRATION 18,Plastic,High
COMP_05736,Component ABOUT 10,Plastic,High
COMP_05737,Component FATHER 97,Plastic,Medium
COMP_05738,Component LOSE 64,Chemical,High
COMP_05739,Component ABOUT 30,Chemical,Low
