id,name,tier,country_id,esg_score,carbon_intensity
SUP_T3_00891,Thomas PLC Raw,3,SN,73.6,162.5
SUP_T3_00892,Gonzalez-Lester Raw,3,BZ,73.3,307.6
SUP_T3_00893,Barton-Nichols Raw,3,UG,89.0,650.4
SUP_T3_00894,Bailey PLC Raw,3,TN,51.9,306.5
SUP_T3_00895,"Parsons, Diaz and Jackson Raw",3,BY,84.8,698.7
SUP_T3_00896,Burns PLC Raw,3,PE,86.5,372.4
SUP_T3_00897,Cooper-Dean Raw,3,LK,67.9,736.6
SUP_T3_00898,"Brown, Ray and Torres Raw",3,AR,81.7,77.6
SUP_T3_00899,"Leon, Jones and Jackson Raw",3,CH,31.7,799.7
SUP_T3_00900,"Krause, Rivera and Aguirre Raw",3,HT,34.2,601.7
SUP_T3_00901,Bennett LLC Raw,3,MM,65.1,615.1
SUP_T3_00902,"Thompson, Medina and Dunlap Raw",3,HN,79.5,108.3
SUP_T3_00903,Matthews LLC Raw,3,SA,64.1,601.7
SUP_T3_00904,"Gill, Armstrong and Kelley Raw",3,MN,89.6,115.1
SUP_T3_00905,"Cannon, Oconnor and Haney Raw",3,VC,71.0,288.7
SUP_T3_00906,"Brown, Scott and Cruz Raw",3,PK,74.9,385.9
SUP_T3_00907,Martinez-Lawson Raw,3,HR,54.1,107.4
SUP_T3_00908,Collins and Sons Raw,3,MM,58.2,368.8
SUP_T3_00909,Norris LLC Raw,3,UY,60.6,623.1
SUP_T3_00910,"Ford, Randall and Spence Raw",3,KW,60.7,551.7
SUP_T3_00911,Pittman Ltd Raw,3,HR,73.2,599.8
SUP_T3_00912,Thompson PLC Raw,3,KW,54.0,538.2
SUP_T3_00913,Moore-Conway Raw,3,TH,62.9,160.4
SUP_T3_00914,Davis-Miller Raw,3,IS,74.4,584.0
SUP_T3_00915,"Morales, Gonzalez and Miller Raw",3,PL,54.2,783.5
SUP_T3_00916,"Kelly, Gonzalez and Brown Raw",3,PL,31.0,531.4
SUP_T3_00917,Flores Inc Raw,3,AU,46.6,173.1
SUP_T3_00918,Brown LLC Raw,3,MT,71.5,52.7
SUP_T3_00919,Smith-Alexander Raw,3,BY,64.5,189.5
SUP_T3_00920,Powers Inc Raw,3,TN,84.5,691.5
SUP_T3_00921,Jensen Ltd Raw,3,MN,46.7,410.9
SUP_T3_00922,Ward-Dunn Raw,3,TG,67.4,366.7
SUP_T3_00923,"Tate, Flores and Russell Raw",3,DJ,34.0,91.1
SUP_T3_00924,"Reynolds, Curry and Torres Raw",3,AU,43.0,116.2
SUP_T3_00925,Wilson-Grant Raw,3,TH,52.6,281.2
SUP_T3_00926,Harper Inc Raw,3,MM,57.1,232.7
SUP_T3_00927,Russell PLC Raw,3,UY,45.2,599.9
SUP_T3_00928,"Adams, Hernandez and Butler Raw",3,SA,50.4,245.9
SUP_T3_00929,"Miller, Montgomery and Gross Raw",3,ZW,81.9,670.7
SUP_T3_00930,Johnson Inc Raw,3,DZ,41.3,504.3
SUP_T3_00931,"Goodman, Hendrix and James Raw",3,JP,36.2,747.5
SUP_T3_00932,"Davis, Brown and Molina Raw",3,GM,85.0,219.4
SUP_T3_00933,"Acosta, Fields and Moore Raw",3,SA,58.9,219.2
SUP_T3_00934,Anderson-Singh Raw,3,SN,89.5,453.0
SUP_T3_00935,Nichols-Butler Raw,3,KW,54.8,744.3
SUP_T3_00936,"Buckley, Hernandez and Miller Raw",3,TV,58.7,121.6
SUP_T3_00937,Kelly-Little Raw,3,UY,88.2,739.0
SUP_T3_00938,Santos Group Raw,3,BW,60.3,190.9
SUP_T3_00939,"Carroll, James and Thomas Raw",3,AF,51.3,330.4
SUP_T3_00940,"Lee, Nelson and Berry Raw",3,BJ,84.0,777.9
SUP_T3_00941,"Miller, Smith and Reed Raw",3,MN,62.1,108.9
SUP_T3_00942,Taylor Ltd Raw,3,BD,87.1,751.7
SUP_T3_00943,"Nielsen, Valentine and Bell Raw",3,MV,51.9,175.8
SUP_T3_00944,Wolf PLC Raw,3,NL,59.3,501.7
SUP_T3_00945,"Bryant, Warner and Moore Raw",3,KZ,82.6,655.0
SUP_T3_00946,Williams Ltd Raw,3,UA,78.5,441.9
SUP_T3_00947,"Ford, Bruce and Hansen Raw",3,BW,85.0,778.3
SUP_T3_00948,"Snyder, Anderson and Trujillo Raw",3,IR,49.8,655.7
SUP_T3_00949,"Ford, Martinez and Bishop Raw",3,ME,52.6,308.9
SUP_T3_00950,Phillips and Sons Raw,3,LU,42.9,204.2
SUP_T3_00951,"Shepherd, Rivera and Forbes Raw",3,TJ,65.3,283.3
SUP_T3_00952,"Johnson, Spears and Mcintyre Raw",3,UY,62.9,587.4
SUP_T3_00953,"Ross, Shaffer and Williams Raw",3,GD,73.9,794.6
SUP_T3_00954,"Johnson, Moody and Decker Raw",3,MV,33.9,243.7
SUP_T3_00955,Smith-Logan Raw,3,TH,41.3,145.4
SUP_T3_00956,Tanner-Baker Raw,3,LU,48.7,167.7
SUP_T3_00957,Schwartz-Lawson Raw,3,PL,64.5,608.4
SUP_T3_00958,Williams-Riley Raw,3,TG,88.7,685.2
SUP_T3_00959,Harrell-Walters Raw,3,VC,40.4,436.3
SUP_T3_00960,"Silva, Rivera and Myers Raw",3,DJ,58.3,194.9
SUP_T3_00961,"Green, Johnson and Lester Raw",3,UY,89.4,271.8
SUP_T3_00962,Sims-Gomez Raw,3,BG,35.3,237.1
SUP_T3_00963,Walker PLC Raw,3,IQ,83.0,317.3
SUP_T3_00964,Schmidt-Mcintosh Raw,3,IN,80.9,764.2
SUP_T3_00965,Luna-James Raw,3,GE,43.4,192.4
SUP_T3_00966,Terry-Pruitt Raw,3,MM,47.8,387.3
SUP_T3_00967,"Hanson, Young and Harris Raw",3,MV,35.3,584.2
SUP_T3_00968,"Haley, Butler and Anderson Raw",3,ST,67.0,716.0
SUP_T3_00969,Bridges Inc Raw,3,KW,51.6,461.8
SUP_T3_00970,Gay Ltd Raw,3,MN,49.2,355.1
SUP_T3_00971,Hawkins Inc Raw,3,SB,44.2,650.2
SUP_T3_00972,Olson-Lawrence Raw,3,GE,89.3,277.7
SUP_T3_00973,"Mullins, Orr and Miller Raw",3,BY,65.9,123.7
SUP_T3_00974,"Gilbert, Lewis and Smith Raw",3,KW,86.3,693.3
SUP_T3_00975,Martinez-Le Raw,3,BJ,50.5,91.3
SUP_T3_00976,Vincent-Meyer Raw,3,MM,71.1,751.2
SUP_T3_00977,Blair-Castro Raw,3,VC,31.4,778.8
SUP_T3_00978,"Hudson, Parker and Lawrence Raw",3,IR,88.9,335.4
SUP_T3_00979,Green PLC Raw,3,UY,31.0,721.4
SUP_T3_00980,"Williams, Ward and Parker Raw",3,UG,68.2,170.0
SUP_T3_00981,Castro PLC Raw,3,ML,38.0,605.0
SUP_T3_00982,Andrade-Bernard Raw,3,BG,62.1,363.1
SUP_T3_00983,Wells-Bowman Raw,3,SA,85.5,164.0
SUP_T3_00984,"Rivera, Walker and Sandoval Raw",3,HT,68.0,424.4
SUP_T3_00985,Snyder-Morton Raw,3,BG,40.2,636.6
SUP_T3_00986,Lin-Malone Raw,3,IR,87.3,72.9
SUP_T3_00987,Briggs-Rice Raw,3,LY,67.9,422.4
SUP_T3_00988,Davenport-Rivera Raw,3,UY,74.7,58.3
SUP_T3_00989,"Guerrero, Watkins and Jackson Raw",3,MT,38.3,649.7
SUP_T3_00990,"Crosby, Nichols and Lopez Raw",3,SN,59.5,620.0
SUP_T3_00991,Fox and Sons Raw,3,CU,32.9,200.9
SUP_T3_00992,"Herrera, Smith and Gallagher Raw",3,AF,31.8,770.1
SUP_T3_00993,"Robinson, Sanchez and Clark Raw",3,CH,84.8,250.5
SUP_T3_00994,Villanueva-Palmer Raw,3,KZ,66.9,601.3
SUP_T3_00995,Nichols-Evans Raw,3,ML,78.3,467.4
SUP_T3_00996,Washington-Ortiz Raw,3,NL,38.7,312.2
SUP_T3_00997,Shaw-Bishop Raw,3,BZ,50.1,725.7
SUP_T3_00998,Ramirez-Solis Raw,3,GD,49.9,796.9
SUP_T3_00999,Castillo LLC Raw,3,IS,72.4,160.6
SUP_T3_01000,"Campbell, Nguyen and Andrews Raw",3,CG,54.0,654.5
SUP_T3_01001,Thomas-Hall Raw,3,GD,47.3,71.5
SUP_T3_01002,"Gonzalez, Pace and Morris Raw",3,BY,45.7,363.9
SUP_T3_01003,Sutton-Fletcher Raw,3,SN,80.8,714.8
SUP_T3_01004,"Fuller, Bradshaw and Graves Raw",3,FI,57.1,653.5
SUP_T3_01005,Hill-Erickson Raw,3,KZ,32.5,484.7
SUP_T3_01006,Miller-Jennings Raw,3,ML,82.2,525.9
SUP_T3_01007,"Fields, Arellano and Cruz Raw",3,SA,49.8,344.1
SUP_T3_01008,Patterson LLC Raw,3,FI,42.3,120.3
SUP_T3_01009,Combs Ltd Raw,3,TH,49.8,680.7
SUP_T3_01010,Tyler PLC Raw,3,SB,78.3,215.4
SUP_T3_01011,Coleman-Cook Raw,3,NP,61.9,745.1
SUP_T3_01012,Austin-Kelly Raw,3,BA,73.7,335.7
SUP_T3_01013,Jones-Howard Raw,3,TN,71.8,733.5
SUP_T3_01014,"Graham, Tanner and Carr Raw",3,TG,34.4,342.0
SUP_T3_01015,Moreno-Simmons Raw,3,ST,55.0,146.0
SUP_T3_01016,"Smith, Lamb and Knight Raw",3,IT,80.6,67.3
SUP_T3_01017,Bell PLC Raw,3,UY,89.5,649.5
SUP_T3_01018,Brown Inc Raw,3,LY,63.4,56.8
SUP_T3_01019,Mueller-Hood Raw,3,HR,58.9,491.8
SUP_T3_01020,Blake LLC Raw,3,CV,84.2,109.7
SUP_T3_01021,"Alvarez, Fowler and Thompson Raw",3,AR,42.9,62.5
SUP_T3_01022,Thomas-Warren Raw,3,IQ,37.3,590.8
SUP_T3_01023,"Conner, Lewis and Barton Raw",3,ML,81.4,440.8
SUP_T3_01024,"Jackson, James and Tran Raw",3,GE,73.8,470.1
SUP_T3_01025,"Fuller, Miranda and Graham Raw",3,BZ,48.5,491.8
SUP_T3_01026,"Williams, Miller and Schultz Raw",3,NL,45.6,656.7
SUP_T3_01027,"Arellano, Hill and Leon Raw",3,ST,87.4,225.0
SUP_T3_01028,Kent PLC Raw,3,BA,37.7,229.5
SUP_T3_01029,Jones LLC Raw,3,SN,83.0,768.0
SUP_T3_01030,Gonzales and Sons Raw,3,KW,58.5,529.7
SUP_T3_01031,Norton-Rose Raw,3,IQ,73.7,144.6
SUP_T3_01032,Hatfield-Tucker Raw,3,LA,59.6,655.9
SUP_T3_01033,Nguyen-Nelson Raw,3,ML,81.9,619.4
SUP_T3_01034,Reed PLC Raw,3,BG,78.9,446.5
SUP_T3_01035,Stafford Inc Raw,3,KW,80.1,298.8
SUP_T3_01036,"Zamora, Washington and Adams Raw",3,DJ,65.6,175.1
SUP_T3_01037,"Summers, Powell and Graves Raw",3,MV,69.8,704.5
SUP_T3_01038,Taylor-Soto Raw,3,NO,61.5,173.6
SUP_T3_01039,"Harris, Schaefer and Phelps Raw",3,MV,84.1,620.1
SUP_T3_01040,Hanson-Brown Raw,3,ME,61.6,165.7
SUP_T3_01041,"Vazquez, Page and Nicholson Raw",3,PL,42.6,377.6
SUP_T3_01042,Ortiz-Rodgers Raw,3,TW,60.9,370.3
SUP_T3_01043,"Hernandez, Mason and Rojas Raw",3,ZW,70.9,673.9
SUP_T3_01044,Zavala LLC Raw,3,NP,84.4,529.4
SUP_T3_01045,Sharp-Atkinson Raw,3,SA,31.1,761.8
SUP_T3_01046,"Roberson, Robinson and Sanchez Raw",3,HR,49.4,463.7
SUP_T3_01047,Nunez Group Raw,3,AE,88.4,600.5
SUP_T3_01048,Baxter-Dunn Raw,3,GE,79.9,406.2
SUP_T3_01049,Sloan Group Raw,3,AF,34.8,318.1
SUP_T3_01050,Butler and Sons Raw,3,IN,34.9,408.2
SUP_T3_01051,"Wood, Woods and Hunt Raw",3,BN,71.0,581.8
SUP_T3_01052,Goodman-Smith Raw,3,NO,85.4,575.0
SUP_T3_01053,"Lynch, Collier and Guerra Raw",3,NP,46.5,581.4
SUP_T3_01054,Miller-Harrington Raw,3,HR,35.2,564.4
SUP_T3_01055,"Terry, Hurley and Lawson Raw",3,BZ,88.2,339.3
SUP_T3_01056,Bryant LLC Raw,3,NO,55.7,292.4
SUP_T3_01057,Jones-Armstrong Raw,3,NL,80.3,538.9
SUP_T3_01058,"Ramirez, Davis and Parker Raw",3,TV,55.5,301.0
SUP_T3_01059,Morgan Ltd Raw,3,BJ,66.8,316.7
SUP_T3_01060,Jordan LLC Raw,3,MN,34.3,318.6
SUP_T3_01061,"Weaver, Meyer and Chambers Raw",3,SB,48.6,133.7
SUP_T3_01062,Holmes Ltd Raw,3,BG,56.4,499.1
SUP_T3_01063,Alvarado-Alvarez Raw,3,TG,86.1,56.0
SUP_T3_01064,Wallace-Bell Raw,3,ST,63.9,204.9
SUP_T3_01065,Aguilar-Johnson Raw,3,SA,79.1,95.8
SUP_T3_01066,Ward LLC Raw,3,ME,53.8,193.8
SUP_T3_01067,"Salazar, Wong and Erickson Raw",3,LK,35.2,602.3
SUP_T3_01068,"Conley, Walker and Cannon Raw",3,SO,69.1,166.4
SUP_T3_01069,"Ruiz, Vasquez and Rogers Raw",3,HR,38.7,443.2
SUP_T3_01070,Owen-Thompson Raw,3,SM,77.5,211.2
SUP_T3_01071,Swanson PLC Raw,3,GM,58.8,357.7
SUP_T3_01072,Saunders-Garrison Raw,3,ST,64.1,439.9
SUP_T3_01073,Tucker Ltd Raw,3,ML,56.2,570.6
SUP_T3_01074,Evans Inc Raw,3,HT,78.3,705.7
SUP_T3_01075,Clark-Wheeler Raw,3,LK,46.5,645.2
SUP_T3_01076,Martinez-Williams Raw,3,IN,84.6,465.2
SUP_T3_01077,Rodriguez LLC Raw,3,BW,80.3,300.2
SUP_T3_01078,"King, Gibson and Perez Raw",3,CM,56.3,231.5
SUP_T3_01079,Mendez-Baker Raw,3,UG,53.9,790.1
SUP_T3_01080,"Jones, Kline and Baker Raw",3,NP,36.3,309.4
SUP_T3_01081,"Webb, Thompson and Bender Raw",3,FI,46.4,710.6
SUP_T3_01082,Hayden-Rogers Raw,3,BN,44.7,165.7
SUP_T3_01083,Garcia-Cooper Raw,3,LA,32.5,717.9
SUP_T3_01084,"Burch, Walters and Parker Raw",3,NP,81.3,748.5
SUP_T3_01085,Ferguson-Hutchinson Raw,3,BG,68.0,153.3
SUP_T3_01086,Mcdonald-Harvey Raw,3,IT,32.9,299.6
SUP_T3_01087,Hernandez-Valencia Raw,3,BD,53.7,572.6
SUP_T3_01088,"Richardson, Watson and Tran Raw",3,ZW,67.4,97.2
SUP_T3_01089,"Brady, Floyd and Copeland Raw",3,DJ,72.6,665.8
SUP_T3_01090,Burgess-Turner Raw,3,BN,54.5,604.2
SUP_T3_01091,Cox-Mason Raw,3,DJ,78.2,323.3
SUP_T3_01092,"Ortiz, Williams and Cobb Raw",3,GD,40.2,114.1
SUP_T3_01093,"Ayala, Baker and Bowman Raw",3,SN,88.2,592.0
SUP_T3_01094,Jenkins and Sons Raw,3,PK,63.4,695.7
SUP_T3_01095,Harmon Ltd Raw,3,TV,57.2,706.1
SUP_T3_01096,"Turner, Smith and Smith Raw",3,IT,35.4,169.0
SUP_T3_01097,King PLC Raw,3,BY,55.0,213.2
SUP_T3_01098,Schultz-Davis Raw,3,PL,53.9,531.0
SUP_T3_01099,"Werner, Caldwell and Burns Raw",3,BJ,47.3,346.6
SUP_T3_01100,"Sanchez, Carter and Hawkins Raw",3,CV,63.7,632.6
SUP_T3_01101,"Flores, Peterson and Williams Raw",3,IS,79.9,672.6
SUP_T3_01102,"Robinson, Mcmillan and Watson Raw",3,HT,70.0,720.3
SUP_T3_01103,Johnson-Murray Raw,3,TJ,66.4,98.5
SUP_T3_01104,Franklin Group Raw,3,AE,52.5,101.4
SUP_T3_01105,Smith Group Raw,3,HR,47.9,645.1
SUP_T3_01106,Gilbert-Johnson Raw,3,GM,50.3,554.1
SUP_T3_01107,Chang Group Raw,3,TN,85.1,514.9
SUP_T3_01108,"Johnson, Reyes and Armstrong Raw",3,LU,61.2,554.7
SUP_T3_01109,"Nelson, Johnson and Daniels Raw",3,YE,61.0,533.1
SUP_T3_01110,"Harper, Raymond and Edwards Raw",3,SO,46.3,383.7
SUP_T3_01111,"Garcia, Mckee and Moore Raw",3,BN,52.8,289.4
SUP_T3_01112,"Yates, Lane and Norman Raw",3,LK,58.9,321.2
SUP_T3_01113,"Dunn, Moody and Richards Raw",3,ZW,73.5,247.5
SUP_T3_01114,Morales-Wright Raw,3,BD,68.3,279.4
SUP_T3_01115,Gibbs Group Raw,3,SB,62.2,542.9
SUP_T3_01116,Richardson Ltd Raw,3,VC,50.2,357.9
SUP_T3_01117,Warner-Wheeler Raw,3,LU,87.0,594.4
SUP_T3_01118,Burns Group Raw,3,BJ,76.1,693.9
SUP_T3_01119,Anderson PLC Raw,3,ST,59.2,760.0
SUP_T3_01120,Nelson Inc Raw,3,TG,47.9,134.4
SUP_T3_01121,Hall LLC Raw,3,BD,51.6,397.9
SUP_T3_01122,Mullins PLC Raw,3,NL,89.6,548.0
SUP_T3_01123,Jones and Sons Raw,3,ME,37.4,299.8
SUP_T3_01124,Munoz LLC Raw,3,ML,57.7,694.1
SUP_T3_01125,Vasquez LLC Raw,3,JP,66.9,247.1
SUP_T3_01126,"Perez, Sullivan and Chambers Raw",3,BW,79.1,544.4
SUP_T3_01127,Edwards Ltd Raw,3,MV,59.0,179.7
SUP_T3_01128,"Bradley, Alexander and Wilkins Raw",3,HN,58.1,425.4
SUP_T3_01129,Sampson LLC Raw,3,BG,45.3,217.4
SUP_T3_01130,"Richmond, Gonzalez and Saunders Raw",3,BJ,68.9,598.4
SUP_T3_01131,"Smith, Williams and Bryant Raw",3,NP,48.5,345.1
SUP_T3_01132,"Perez, Diaz and Fuller Raw",3,IQ,82.5,330.6
SUP_T3_01133,Castro-Hernandez Raw,3,PK,67.2,285.6
SUP_T3_01134,Palmer LLC Raw,3,TG,81.6,452.3
SUP_T3_01135,Fry Ltd Raw,3,PL,51.0,63.2
SUP_T3_01136,Young-Blair Raw,3,BN,59.2,498.4
SUP_T3_01137,"Bautista, Zimmerman and Marsh Raw",3,NP,51.7,426.2
SUP_T3_01138,Mercado PLC Raw,3,KW,54.1,166.5
SUP_T3_01139,Patterson-Aguilar Raw,3,UG,76.4,246.9
SUP_T3_01140,Patrick Ltd Raw,3,NL,76.6,357.9
SUP_T3_01141,Krueger and Sons Raw,3,TG,42.8,602.0
SUP_T3_01142,Baker Ltd Raw,3,ZW,56.6,275.4
SUP_T3_01143,Morris and Sons Raw,3,CH,36.1,350.3
SUP_T3_01144,Miller-Rodriguez Raw,3,BA,68.0,122.0
SUP_T3_01145,Clarke-Payne Raw,3,TV,70.2,416.9
SUP_T3_01146,Cameron PLC Raw,3,YE,88.5,143.4
SUP_T3_01147,Long-Chang Raw,3,BN,72.8,478.9
SUP_T3_01148,Hayes-Baker Raw,3,GD,61.1,212.6
SUP_T3_01149,"Nelson, Melendez and Graves Raw",3,JP,52.4,624.9
SUP_T3_01150,Brooks LLC Raw,3,LK,37.4,69.0
SUP_T3_01151,Mitchell-Jones Raw,3,TH,36.0,108.4
SUP_T3_01152,"Davis, Barton and Patel Raw",3,BN,66.9,73.4
SUP_T3_01153,"Cooper, Lewis and Morse Raw",3,GD,75.5,378.7
SUP_T3_01154,Dixon Inc Raw,3,LK,86.4,395.0
SUP_T3_01155,"Morgan, Brown and Tran Raw",3,BJ,64.5,416.7
SUP_T3_01156,"Schneider, Garcia and Watkins Raw",3,SB,72.0,183.6
SUP_T3_01157,Monroe-Bowen Raw,3,UG,48.8,559.9
SUP_T3_01158,"Turner, Garcia and Osborne Raw",3,LA,84.2,167.1
SUP_T3_01159,Atkins-Crosby Raw,3,HN,64.7,635.4
SUP_T3_01160,Reyes-Taylor Raw,3,TN,56.7,557.6
SUP_T3_01161,Shah LLC Raw,3,SN,89.9,642.9
SUP_T3_01162,"Boyd, Gonzalez and Morris Raw",3,NP,90.0,326.0
SUP_T3_01163,Lam Inc Raw,3,SN,72.2,495.8
SUP_T3_01164,Ramos PLC Raw,3,GD,59.3,390.8
SUP_T3_01165,Pruitt Inc Raw,3,IT,62.0,210.8
SUP_T3_01166,Smith Group Raw,3,HT,88.0,222.9
SUP_T3_01167,Mora-Harrison Raw,3,BN,79.2,615.0
SUP_T3_01168,Williams-Berry Raw,3,DZ,34.5,192.2
SUP_T3_01169,Stanley-Webb Raw,3,CH,84.6,282.4
SUP_T3_01170,Mata and Sons Raw,3,TV,68.1,781.7
SUP_T3_01171,Bennett-Yang Raw,3,MT,55.9,688.3
SUP_T3_01172,Smith-Fisher Raw,3,CM,48.8,584.2
SUP_T3_01173,Barker-Jones Raw,3,KW,56.5,665.1
SUP_T3_01174,Lopez-Davis Raw,3,AU,87.0,251.0
SUP_T3_01175,Williams PLC Raw,3,IS,41.8,625.7
SUP_T3_01176,"Singleton, Foster and Williams Raw",3,AR,69.9,735.6
SUP_T3_01177,Garcia-Price Raw,3,MT,78.3,630.6
SUP_T3_01178,"Walker, Perez and Wilcox Raw",3,SB,80.6,470.5
SUP_T3_01179,Hughes LLC Raw,3,DJ,53.4,68.9
SUP_T3_01180,"Murphy, Morales and Mendez Raw",3,LU,88.5,307.0
SUP_T3_01181,Evans-Chapman Raw,3,GH,44.2,597.1
SUP_T3_01182,Morales LLC Raw,3,FI,72.5,649.9
SUP_T3_01183,"Escobar, Mullins and Lynch Raw",3,AF,83.2,698.0
SUP_T3_01184,Hughes LLC Raw,3,CG,53.4,754.2
SUP_T3_01185,"Johnson, Cunningham and Mckinney Raw",3,VC,35.3,144.7
SUP_T3_01186,Brewer-Perez Raw,3,PE,87.4,647.6
SUP_T3_01187,Rogers Ltd Raw,3,GM,34.5,520.0
SUP_T3_01188,Thornton PLC Raw,3,GM,49.3,169.3
SUP_T3_01189,Fleming-Martinez Raw,3,IR,35.0,131.2
SUP_T3_01190,Mclaughlin LLC Raw,3,NP,77.4,459.9
SUP_T3_01191,"Berry, Lopez and Holder Raw",3,AF,80.6,657.5
SUP_T3_01192,Riley Group Raw,3,MM,53.7,618.7
SUP_T3_01193,Ford and Sons Raw,3,MN,57.1,248.1
SUP_T3_01194,Yu and Sons Raw,3,BJ,52.7,329.2
SUP_T3_01195,George Ltd Raw,3,PK,40.9,564.8
SUP_T3_01196,Chandler-Norman Raw,3,MN,46.8,743.4
SUP_T3_01197,Cisneros-Morales Raw,3,ME,61.2,648.0
SUP_T3_01198,Taylor Inc Raw,3,MV,69.9,623.4
SUP_T3_01199,Duncan-Hickman Raw,3,KZ,35.1,336.5
SUP_T3_01200,Pierce PLC Raw,3,CV,41.3,774.8
SUP_T3_01201,Richardson-Hill Raw,3,KZ,38.7,204.6
SUP_T3_01202,Thomas PLC Raw,3,SM,36.0,494.8
SUP_T3_01203,Gonzalez LLC Raw,3,BA,80.3,591.7
SUP_T3_01204,"Hall, Gordon and Evans Raw",3,TW,48.1,124.8
SUP_T3_01205,"Combs, Fowler and Smith Raw",3,HR,81.7,754.3
SUP_T3_01206,West-Mcclure Raw,3,FI,52.9,150.9
SUP_T3_01207,York-Castillo Raw,3,GR,86.8,245.8
SUP_T3_01208,Hull-Bennett Raw,3,CG,44.6,232.2
SUP_T3_01209,Ingram Ltd Raw,3,BJ,88.5,724.6
SUP_T3_01210,Martinez-Liu Raw,3,ME,41.1,176.7
SUP_T3_01211,"Miller, Williams and Morton Raw",3,BD,84.7,58.6
SUP_T3_01212,Hernandez PLC Raw,3,DZ,60.5,708.8
SUP_T3_01213,Lopez PLC Raw,3,LA,85.2,401.5
SUP_T3_01214,Richardson-Lynn Raw,3,AE,32.8,479.8
SUP_T3_01215,"Mann, Knight and Smith Raw",3,GH,69.7,412.4
SUP_T3_01216,Morgan PLC Raw,3,VC,88.3,227.9
SUP_T3_01217,Garcia-Hickman Raw,3,CH,52.6,605.3
SUP_T3_01218,Vincent Ltd Raw,3,PL,30.2,365.8
SUP_T3_01219,Lee LLC Raw,3,AE,71.3,99.3
SUP_T3_01220,Mason-Solomon Raw,3,GH,41.1,120.4
SUP_T3_01221,"Turner, Anderson and Kent Raw",3,AF,32.5,459.2
SUP_T3_01222,"Reyes, Rivera and Richmond Raw",3,CG,53.7,87.0
SUP_T3_01223,Fernandez-Hall Raw,3,ZW,36.2,342.4
SUP_T3_01224,"Welch, Garza and Clark Raw",3,CM,32.7,714.5
SUP_T3_01225,Cruz-Green Raw,3,NO,53.2,273.0
SUP_T3_01226,"Chavez, Wall and Ellis Raw",3,IQ,77.8,242.5
SUP_T3_01227,"Graham, Brown and Hughes Raw",3,TN,58.0,131.9
SUP_T3_01228,Collins Ltd Raw,3,HT,54.1,292.2
SUP_T3_01229,"Velazquez, Lloyd and Gibson Raw",3,MT,66.6,65.3
SUP_T3_01230,"Barnett, Hall and Miller Raw",3,ML,77.8,476.8
SUP_T3_01231,Wolf-Williams Raw,3,NP,68.7,222.1
SUP_T3_01232,Thompson PLC Raw,3,PE,50.2,546.5
SUP_T3_01233,Goodman-Sharp Raw,3,ME,72.3,497.1
SUP_T3_01234,Cook-Fischer Raw,3,ST,37.4,101.9
SUP_T3_01235,Kemp-Baker Raw,3,PL,63.5,124.9
SUP_T3_01236,Wilson-Smith Raw,3,LA,89.6,156.7
SUP_T3_01237,"Campbell, Ferguson and Williams Raw",3,LA,57.9,58.1
SUP_T3_01238,Haynes-Lucero Raw,3,HR,40.5,770.5
SUP_T3_01239,"Pham, Anthony and Weaver Raw",3,YE,34.0,236.7
SUP_T3_01240,Hughes-Gates Raw,3,LA,73.7,635.7
SUP_T3_01241,Martin-Williams Raw,3,KZ,87.2,351.1
SUP_T3_01242,"Chan, Silva and Crosby Raw",3,DZ,38.4,134.8
SUP_T3_01243,"Robbins, Evans and Woods Raw",3,GR,63.0,432.5
SUP_T3_01244,Garcia Inc Raw,3,HN,77.6,435.8
SUP_T3_01245,Ashley-Johnston Raw,3,AF,81.9,746.0
SUP_T3_01246,Parker-Cole Raw,3,MT,41.9,795.2
SUP_T3_01247,Nunez-Bell Raw,3,SM,43.8,427.6
SUP_T3_01248,Murray-Hunt Raw,3,ZW,41.5,679.4
SUP_T3_01249,Hernandez-Hughes Raw,3,HT,30.3,321.6
SUP_T3_01250,"Clark, Hunter and Adams Raw",3,TG,83.1,294.7
SUP_T3_01251,"Johnson, Harris and Smith Raw",3,HT,58.8,303.6
SUP_T3_01252,"Scott, Jennings and Rice Raw",3,ML,52.6,213.3
SUP_T3_01253,Harmon-Smith Raw,3,BN,37.3,707.1
SUP_T3_01254,Gray-Lawrence Raw,3,HT,48.3,730.5
SUP_T3_01255,"White, Glenn and Santos Raw",3,UY,39.0,457.3
SUP_T3_01256,Jones-Stone Raw,3,LY,35.2,297.8
SUP_T3_01257,Casey-Alvarez Raw,3,TW,87.1,487.2
SUP_T3_01258,"Saunders, Ramos and Alexander Raw",3,AE,64.0,59.0
SUP_T3_01259,Gonzales-Brooks Raw,3,CM,50.3,618.8
SUP_T3_01260,Sherman and Sons Raw,3,CU,36.0,746.7
SUP_T3_01261,"Cunningham, Bryan and Thomas Raw",3,HT,81.4,574.4
SUP_T3_01262,Crawford PLC Raw,3,LY,32.0,358.1
SUP_T3_01263,Suarez Group Raw,3,CV,84.5,719.9
SUP_T3_01264,Santiago Inc Raw,3,ZW,34.4,240.2
SUP_T3_01265,Potts and Sons Raw,3,IR,30.3,119.9
SUP_T3_01266,Martinez-Spencer Raw,3,LA,45.2,656.9
SUP_T3_01267,Jackson-Guerrero Raw,3,GE,42.5,386.2
SUP_T3_01268,Russell Ltd Raw,3,FI,36.9,468.0
